Job ID,Job Title,URL,Job Description,Job Function,Job Role,Desired Skills,Qualifications,Experience,Apply By,Location,Country
209008,SAP CONSULTANT,https://ibegin.tcs.com/iBegin/jobs/209008J,"1. BPC Planning and Consolidation Hands-on experience 2. BW on HANA (7.5) Limited object development in Project 1. Prior ABAP experience BADIs, User exits, etc.. 2. HANA modeling experience 3. BPC 10.0 or 10.1 Standard Certification 4. Deep understanding of S/4HANA",TECHNOLOGY,Consultant,SAP BPC,BACHELOR OF ENGINEERING,5 - 10 Years & Above,30-Nov-21,Chennai,India
208987,Service Desk Role,https://ibegin.tcs.com/iBegin/jobs/208987J,"Service Desk L1 Support Provide on call support toglobal customer and provide the right response, positively, professionally and achieve customer delight. Minimum 1 + years of International Voice experience in providing Service Desk Support. Good communication skills is must. Ability to troubleshoot along with the end user by simplifying technical language Ability to understand technical details to determine root cause and escalate issues to appropriate teams Troubleshooting Hardware/Networking/OS related queries over phone. Service Now Knowledge will be an advantage. Strong problem solving, priority setting, and collaboration skills. Good knowledge with infrastructure environments (e.g. operating system, hardware, data center, security, network, voice, end user and server / web related applications) Keep up to date knowledge on continuous enhancements to IT, tools, and processes within the internal knowledge base Review, triage, respond, update, and assign tickets within the ticketing system",BUSINESS PROCESS SERVICES,Executive,Customer Service,BACHELOR OF ARTS,2 - 6 Years,29-Oct-21,Hyderabad,India
208924,Production & Application Support,https://ibegin.tcs.com/iBegin/jobs/208924J,"Role - Java Support Location: Mumbai Shift Timing: Should be flexible with night shifts Job Description: Experienced in Core Java, J2EE, Spring, Struts, or equivalent J2EE framework software Good experience in Spring, SpringBoot, Struts, or equivalent J2EE framework software Working knowledge and experience with Angular, AngularJS, JQuery, JSON, CSS, HTML Good skills in DB Schema design and SQL development Experience working in an Agile/Scrum development process Good Communication Familiar with Jenkins & DevOps. Roles and responsibility*** Work as part of a software development team Write code per app specifications Test to ensure designs are in compliance with specifications Analyze user requirements to determine how to translate into Java Debug and resolving technical issues Make recommendations to existing job infrastructure Continually engage in professional development Develop documentation to track Developing email notification for system health monitoring Unit Testing Co-ordinating with Business users on UAT Production Implementation",BUSINESS PROCESS SERVICES,Support Executive,Java | SQL,BACHELOR OF ENGINEERING,2 - 6 Years,30-Sep-21,Mumbai,India
208921,TCS Hiring for Application / Production Support Role,https://ibegin.tcs.com/iBegin/jobs/208921J,"PLSQL Functions along with different queries which you will need in programming body of the plsqlStructured Query Language (SQL) - write queries and other basic database statements. ProgrammingLanguage - should know at least oneprogramminglanguage. Designed, developed and implemented Oracle PL/SQL applications forSecuritypositions and transactions. Used Oracle Advanced concepts like types, PL/SQL tables and V-Arrays and dynamic SQL in generating the complex extracts from database. Designed and Developed Staging tables, Data Conversion SQL Loader Program and Custom PL/SQL API to import data from legacy system Automation Testing Identify opportunities forautomationwithin software processes. Design and execute QA tests using scripts that automaticallytestfunctionality. Run tests for databases, systems, networks, applications, hardware and software. Identify bugs and quality issues in development, service or business processes. Resource skills : MS excel, Creating scripts, designing the framework, good manual testing skills, Selenium, Expertise with Automation skills, UFT, SoapUI, RFT, Test management tools",BUSINESS PROCESS SERVICES,Analyst,Operation Support,BACHELOR OF TECHNOLOGY,2 - 6 Years,08-Oct-21,Hyderabad,India
208919,Hiring for technical skills,https://ibegin.tcs.com/iBegin/jobs/208919J,"Java production support Band- 2/3 Expc Range- 1.6-6yrs SAP SD and security Band- 2/3 Expc Range- 1.6-6yrs Skills SAP SD Hands-on SAP SD experience in Master Data, Organization Structure, Sales Process, Shipping and Delivery Management, Billing and Invoicing process, cross function integrations Minimum 2 implementation / 4 support project experience Excellent Business Communication Skill Detail understanding of SAP ERP master data, Organization Structure, Sales Process, Shipping and Delivery Management, Billing and Invoicing process, cross function integrations Lead business requirement , functional and non-functional requirement gathering for SAP SD functional area Ability to provide solution to Business Users based on the issue SAP Security * User, Role and OSS administration * Analyzing and applying SNOTES in ABAP systems * Good knowledge on modules CHARM, GRC, FIORI and HANA * Flexibility to work in 24/7",TECHNOLOGY,Consultant,Core JAVA | SAP SD | SAP Security ,BACHELOR OF TECHNOLOGY,2 - 6 Years,01-Oct-21,Nagpur,India
208909,Hiring for technical skills,https://ibegin.tcs.com/iBegin/jobs/208909J,PLSQL with XMLProduction Support Band- 2/3 Expc Range- 1.6-6yrs Cisco CUCM Band- 2/3 Expc Range- 1.6-6yrs,TECHNOLOGY,Consultant,CISCO CUCM | Core JAVA,BACHELOR OF TECHNOLOGY,2 - 6 Years,01-Oct-21,Pune,India
208888,Treasury and Transformation,https://ibegin.tcs.com/iBegin/jobs/208888J,Opportunity for Experienced Finance Professionals !! Skill : Treasury and Transformation Location : Bangalore Experience : 2 - 6 years Shift : Fixed Night Shift (US Timings),BUSINESS PROCESS SERVICES,Analyst,SAP Treasury,"BACHELOR OF BUSINESS ADMINISTRATION, BACHELOR OF BUSINESS MANAGEMENT, BACHELOR OF BUSINESS STUDIES, BACHELOR OF COMMERCE",2 - 7 Years,31-Dec-21,Bangalore,India
208867,"Payroll, OTC Manager",https://ibegin.tcs.com/iBegin/jobs/208867J,"Opportunity for Payroll, RTR, OTC, PTP Managers !! Location : Kolkata Experience : 15 - 25 years In case you are looking for a change or have a reference, Please share in your/their latest Resume to kambli.roshan@tcs.com Subject Line : Manager - Payroll/RTR/OTC/PTP",BUSINESS PROCESS SERVICES,Manager,F-Accounts Receivable | HRO Payroll,"BACHELOR OF BUSINESS ADMINISTRATION, BACHELOR OF BUSINESS MANAGEMENT, BACHELOR OF BUSINESS STUDIES, BACHELOR OF COMMERCE",10 - 20 Years,31-Dec-21,Kolkata,India
208848,ECommerce Lead - Kolkata,https://ibegin.tcs.com/iBegin/jobs/208848J,"Opportunity for Experienced Professionals !! Skill : E Commerce Manager Experience : 15 - 25 years Location : Kolkata - Current WFH Skill : Good understanding of CMS and Content publishing tools. Responsible for updating and maintaining existing content across the site Manage all online activity in relation to traffic acquisition, sales, conversion and a/b testing and reporting Strategically merchandise all product areas of the website. Determine and manage product display order, color features, web categorization and navigation to support key product investments. Manage all online activity in relation to traffic acquisition, sales, conversion and a/b testing and reporting Strategically merchandise all product areas of the website. Determine and manage product display order, color features, web categorization and navigation to support key product investments.",BUSINESS PROCESS SERVICES,Manager,ATG Commerce,"BACHELOR OF ARTS, BACHELOR OF BUSINESS ADMINISTRATION, BACHELOR OF BUSINESS MANAGEMENT, BACHELOR OF BUSINESS STUDIES, BACHELOR OF COMMERCE",15 - 25 Years,31-Dec-21,Kolkata,India
208831,SERVICE DESK CHENNAI AND KOCHI,https://ibegin.tcs.com/iBegin/jobs/208831J,"Opportunity for Experienced Tech Support Professionals !! Shift : 24*7 Operations Excellent Communication Skills (Versant Test Included - Voice and Accent) Location : Chennai and Kochi Experience : 2 - 7 years Education : Atleast 15 years full time Degree, No Diploma or Correspondence JD : Knowledge of basic computer hardware Experience with desktop operating system Knowledge of desktop support and general configuration of software. Extensive application support experience Understanding of basic network and general troubleshooting Working knowledge of various range of diagnostic utilities Good understanding of organizations goals and objectives Excellent communication skills with the ability to provide customer service Ability to liaise with the customer in an empathic and technically effective manner. Ability to work well within the team as well as own Ability to work in rotational shifts.",BUSINESS PROCESS SERVICES,Analyst,IT IS_Service Desk,"BACHELOR OF COMPUTER APPLICATION, BACHELOR OF COMPUTER SCIENCE, BACHELOR OF ENGINEERING",2 - 7 Years,31-Dec-21,Chennai,India
208832,Production & Application Support,https://ibegin.tcs.com/iBegin/jobs/208832J,"Role: Java with Springboot Support Location: Indore Shift: Should be flexible with night shifts Job Description: Experience in using - Java/J2EE , Spring Integration Frameworks , Spring Boot, Spring (Core, Web MVC, Portlet MVC, AOP) -Must have. Must know about application server deployments in tomcat & IBM WebSphere and have working knowledge of web server like apache http. Basic Knowledge in one of the cloud technologies AWS or GCP. Supports QA, UAT, PROD & performance testing of all services Experience with relational databases like Oracle, AWS Aurora ,Google SQL etc. Experience with Linux/UNIX systems. Experience with Agile software development methodologies Role: React JS Support Location: Indore Shift Timing:Should be flexible with night shifts Job Description: Must-Have*** React Js Redux JavaScript HTML 5 CSS3 Typescript Good Communication and Teamwork Good-to-Have*** AWS Cloud Tools -TFS, GitHub, TeamCity",BUSINESS PROCESS SERVICES,Support Executive,Java | Node JS | Spring Boot | React JS,BACHELOR OF ENGINEERING,2 - 6 Years,30-Sep-21,Indore,India
208830,Production & Application Support,https://ibegin.tcs.com/iBegin/jobs/208830J,"Role: Scrum Master Location: Bangalore Shift: Should be flexible with night shifts Job Description: Played Agile Scrum Master role in the recent past Hands on Scrum Master (Must have) Good knowledge on Agile and Scrum framework Risk & dependency management Worked in Scaled Agile environment (Good to have) Ability to manage upto 2 Scrum teams Exposure to Development and Support teams Agile Dev Ops concepts and tools Telecom Domain (Good to have, but not mandatory) CRM/Salesforce basic knowledge (Good to have, but not mandatory) Scrum Master certifications from recognized institute JIRA Expert level. Scrum boards, Structure boards, creating and ending sprints, Confluence Expert Level MS applications suite Very good communication skills Good stakeholder management Good negotiation skills and team building skills Role: Java with Springboot Support Location: Bangalore Shift: Should be flexible with night shifts Job Description: Experience in using - Java/J2EE , Spring Integration Frameworks , Spring Boot, Spring (Core, Web MVC, Portlet MVC, AOP) -Must have. Must know about application server deployments in tomcat & IBM WebSphere and have working knowledge of web server like apache http. Basic Knowledge in one of the cloud technologies AWS or GCP. Supports QA, UAT, PROD & performance testing of all services Experience with relational databases like Oracle, AWS Aurora ,Google SQL etc. Experience with Linux/UNIX systems. Experience with Agile software development methodologies",BUSINESS PROCESS SERVICES,Support Executive,Java | scrum master | Spring Boot,BACHELOR OF ENGINEERING,2 - 6 Years,30-Sep-21,Bangalore,India
208829,Production & Application Support,https://ibegin.tcs.com/iBegin/jobs/208829J,"Role: Java Production Support Location: Kochi Shift: Should be flexible with night shifts Knowledge in using Java , SQL, Microservices. Service-oriented architecture/web services (SOAP/REST) Web technologies like HTML, CSS, JavaScript, Boot Angular JS and JQuery. Markup languages like XML and JSON. Object-oriented programming (OOP) concepts and patterns. Role: Automation Testing Support Location: Kochi Shift: Should be flexible with night shifts Job Description: Resource skills: MS excel, Creating scripts, designing the framework, good manual testing skills, Selenium, Expertise with Automation skills, UFT, SoapUI, RFT, Test management tools. Responsibilities: Identify opportunities for automation within software processes. Design and execute QA tests using scripts that automatically test functionality. &n bsp; Run tests for databases, systems, networks, applications, hardware and software. Identify bugs and quality issues in development, service or business processes.",BUSINESS PROCESS SERVICES,Support Executive,Automation Testing | Java,BACHELOR OF ENGINEERING,2 - 6 Years,30-Sep-21,Kochi,India
208768,Lead MES Developer,https://ibegin.tcs.com/iBegin/jobs/208768J,CPG Domain expertise GE Proficy development and configuration ThingWorX Deployments MS SQL programming & Stored procedure development SSRS reports development experience,TECHNOLOGY,Developer,MS SQL Server | MES | MES – GE Proficy | SSRS | Thingworx,BACHELOR OF TECHNOLOGY,10 - 15 Years,30-Sep-21,Chennai,India
208727,IBM Gateway,https://ibegin.tcs.com/iBegin/jobs/208727J,EP Hiring for skill IBM Sterling,IT INFRASTRUCTURE SERVICES,Developer,IBM STERLING,BACHELOR OF TECHNOLOGY,4 - 10 Years,30-Sep-21,Pune,India
208722,Xamarin Developer,https://ibegin.tcs.com/iBegin/jobs/208722J,Hiring Xamarin Developer for TI,TECHNOLOGY,Developer,Xamarin,BACHELOR OF ENGINEERING,3 - 10 Years,29-Dec-21,Bangalore,India
208721,Service Desk Engineer,https://ibegin.tcs.com/iBegin/jobs/208721J,"Position : IT Service Desk Analyst (Level 1/ Level 1.5) Required Technical Skill Set :Desktop & Network troubleshooting Exp Range : 3 - 7 Years Desired Competencies (Technical/Behavioural Competency) Requires exceptional verbal and written communication skills as well as strong customer service and interpersonal skills Willingness to work in any shifts including night shifts Accountable to answer customer requests and assisting customer either by email/chat or over the phone Should be flexible for voice support Ability to understand customer issue and route to appropriate team Should be ITIL Foundation certified Must be a strong cross-team collaborator Requires the ability to thrive in a demanding, fast paced 24*7*365 operations support environment, which may occasionally require working after normal business hours or weekends. Candidates might need to extend support during Week Offs depending on the business requirement Basic knowledge about Systems, backup and Network Ability to drive higher Customer Satisfaction and maintain the defined SLA's and KPI's",IT INFRASTRUCTURE SERVICES,Engineer,IT IS_Service Desk,BACHELOR OF ENGINEERING,3 - 7 Years,31-Mar-22,Bangalore,India
208720,Sterling OMS Developer,https://ibegin.tcs.com/iBegin/jobs/208720J,"Role : Sterling OMS Developer Desired Experience Range 1 Year Location of Requirement Pan India TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. Must-Have : Minimum 6+ years of experience in Configuration and Customization of Sterling OMS (Pipelines, Transactions, User Exits, Agents, Services, API's, XSLT, etc) Experience with Inventory and Payment modules. Experience with CDT process and maintaining the Master Configuration data. Experience in working with Sterling Web SOM & COM modules Experience with Performance tuning components. Good to Have : Sterling OMS - Implementation/Upgrade/OMoC experience Setting up and maintaining automated build scripts in Jenkins for IBM Sterling OMS application Experience with NoSQL databases . Experience with AWS and other digital technologies . Minimum Qualification: 15 years of full-time education Minimum percentile of 50% in 10th, 12th, UG & PG (if applicable)",TECHNOLOGY,Developer,IBM Sterling Commerce OMS,"BACHELOR OF COMPUTER APPLICATION, BACHELOR OF COMPUTER SCIENCE, BACHELOR OF ENGINEERING, MASTER OF COMPUTER APPLICATION, MASTER OF COMPUTER SCIENCE",8 - 10 Years,28-Feb-22,Chennai,India
208718,Drupal Developer,https://ibegin.tcs.com/iBegin/jobs/208718J,"1. Good experience on Drupal 8 2. Worked on Acquia platform 3.Leading development teams and providing technical solutions for Drupal website development and architecture 4.Good UI experience- especially with HTML, CSS, Javascript",TECHNOLOGY,Developer,Drupal,BACHELOR OF ENGINEERING,3 - 10 Years,30-Dec-21,Bangalore,India
208716,Data Scientist,https://ibegin.tcs.com/iBegin/jobs/208716J,"Greetings We are hiringData Scientist Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Hands on experience developing advanced statistical models, machine learning methods (Random Forest, Decision Trees, SVM, NLP, Gradient Boosting, Supervised/Unsupervised Learning, Clustering, classification and regression modeling) & deploying these models",TECHNOLOGY,Developer,Advanced Analytics | Machine Learning | NLP,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208715,AWS Developer,https://ibegin.tcs.com/iBegin/jobs/208715J,"Greetings We are hiring AWS Developer Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Hands on development experience in AWS Glue, Lambda functions , AWS Athena, Redshift, Pyspark.",TECHNOLOGY,Developer,AWS | AWS redshift,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208714,Informatica Developer,https://ibegin.tcs.com/iBegin/jobs/208714J,Greetings We are hiringInformatica Developer Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Rich experience in implementing data integration solutions through Informatica technologies stack and good knowledge on ETL concepts and tools.,TECHNOLOGY,Developer,Informatica | Data Integration | ETL Testing,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208712,Mainframe Developer,https://ibegin.tcs.com/iBegin/jobs/208712J,"Greetings We are hiring Mainframe Developer Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Mainframe Developer with good knowledge of Cobol, JCL and CICS.",TECHNOLOGY,Developer,CICS | COBOL | JCL,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208711,Test Automation Developer,https://ibegin.tcs.com/iBegin/jobs/208711J,"Greetings We are hiring Test Automation Developer Skill: Selenium, Core Java, SOAP, Mobile Application Testing Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Hands on experience on Selenium Core Java, Object Model Framework and SOAP UI with exposure on Mobile Automation Framework Development.",TECHNOLOGY,Developer,Mobile Application Testing | Selenium | SOAP | Core JAVA,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208709,.Net Developer,https://ibegin.tcs.com/iBegin/jobs/208709J,"Greetings We are hiring .Net Developer Skill: .net, C#, WCF, Web API, REST, EAI Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Hands on application development experience in Microsoft .Net stack using C# and web services via WCF, Web API and REST models Enterprise Application Integrat ion (EAI).",TECHNOLOGY,Developer,.NET | C# | REST | EAI | WCF | Web API,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208708,Angular JS Developer,https://ibegin.tcs.com/iBegin/jobs/208708J,"Greetings We are hiring Angular JS Developer Skill: Angular JS, CSS, HTML,JavaScript Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Having good hands on experience with Angular JS and extensive knowledge of CSS, HTML and JS methods.",TECHNOLOGY,Developer,CSS | HTML | Javascript | Angular JS,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208707,Node JS Developer,https://ibegin.tcs.com/iBegin/jobs/208707J,"Greetings We are hiring Node JS Developer Skill: Node JS, CSS, HTML, JS Methods Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Having good hands on experience with Node JS and extensive knowledge of CSS, HTML and JS methods.",TECHNOLOGY,Developer,CSS | HTML | Javascript | Node JS,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208690,React JS Developer,https://ibegin.tcs.com/iBegin/jobs/208690J,"Greetings We are hiring React JS Developer Skill: React JS, CSS, HTML, Java Script Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Having good hands on experience with React JS and extensive knowledge of CSS, HTMS and JS methods.",TECHNOLOGY,Developer,CSS | HTML | Javascript | React JS,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208689,Java Developer,https://ibegin.tcs.com/iBegin/jobs/208689J,"Greetings We are hiring JAVA Professionals Skill: Java, Microservices, Spring Framework, Restful Services Experience: 2-14 years Location: Indore Minimum Qualification: 15 years of full time education BE/B.TECH/BCA/MCA/MSC Job Description: Having good hands on experience with Spring Framework, restful service creation and micro services architecture.",TECHNOLOGY,Developer,Java | Microservices | Spring Framework | Restful,"BACHELOR OF ENGINEERING, Undergraduate",2 - 14 Years,30-Nov-21,Indore,India
208645,Service Now,https://ibegin.tcs.com/iBegin/jobs/208645J,Candidate selected for Service Now,IT INFRASTRUCTURE SERVICES,Analyst,Service Now,BACHELOR OF TECHNOLOGY,4 - 6 Years,08-Oct-21,Kolkata,India
